433@285@0@2@83@59@62@Thanks to that, the cooperation with the police and unions are in shambles.
434@285@0@2@22@63@65@Thanks to that, the cooperation with the police and unions are in shambles.
435@285@0@2@226@66@74@Thanks to that, the cooperation with the police and unions are in shambles.
436@286@0@2@93@0@4@It's quite an inconvenience for us as well.
437@286@0@2@69@5@10@It's quite an inconvenience for us as well.
438@286@0@2@160@11@13@It's quite an inconvenience for us as well.
439@286@0@2@227@14@27@It's quite an inconvenience for us as well.
440@286@0@2@74@28@31@It's quite an inconvenience for us as well.
441@286@0@2@228@32@34@It's quite an inconvenience for us as well.
442@286@0@2@135@35@37@It's quite an inconvenience for us as well.
443@286@0@2@229@38@42@It's quite an inconvenience for us as well.
444@287@0@2@230@0@4@Lend us your strength, Toudou!
445@287@0@2@228@5@7@Lend us your strength, Toudou!
446@287@0@2@27@8@12@Lend us your strength, Toudou!
447@287@0@2@231@13@21@Lend us your strength, Toudou!
448@287@0@2@232@23@29@Lend us your strength, Toudou!
449@288@0@2@222@0@6@Thanks to Zero, Britannia is in a state of confusion!
450@288@0@2@35@7@9@Thanks to Zero, Britannia is in a state of confusion!
451@288@0@2@39@10@14@Thanks to Zero, Britannia is in a state of confusion!
452@288@0@2@145@16@25@Thanks to Zero, Britannia is in a state of confusion!
453@288@0@2@68@26@28@Thanks to Zero, Britannia is in a state of confusion!
454@288@0@2@22@29@31@Thanks to Zero, Britannia is in a state of confusion!
455@288@0@2@75@32@33@Thanks to Zero, Britannia is in a state of confusion!
456@288@0@2@233@34@39@Thanks to Zero, Britannia is in a state of confusion!
457@288@0@2@13@40@42@Thanks to Zero, Britannia is in a state of confusion!
458@288@0@2@234@43@52@Thanks to Zero, Britannia is in a state of confusion!
459@289@0@2@162@0@3@Now is the time that we, the Japan Liberation Front, should make a stand!
460@289@0@2@68@4@6@Now is the time that we, the Japan Liberation Front, should make a stand!
461@289@0@2@6@7@10@Now is the time that we, the Japan Liberation Front, should make a stand!
462@289@0@2@235@11@15@Now is the time that we, the Japan Liberation Front, should make a stand!
463@289@0@2@11@16@20@Now is the time that we, the Japan Liberation Front, should make a stand!
464@289@0@2@127@21@23@Now is the time that we, the Japan Liberation Front, should make a stand!
465@289@0@2@6@25@28@Now is the time that we, the Japan Liberation Front, should make a stand!
466@289@0@2@236@29@34@Now is the time that we, the Japan Liberation Front, should make a stand!
467@289@0@2@237@35@45@Now is the time that we, the Japan Liberation Front, should make a stand!
468@289@0@2@238@46@51@Now is the time that we, the Japan Liberation Front, should make a stand!
469@289@0@2@1@53@59@Now is the time that we, the Japan Liberation Front, should make a stand!
470@289@0@2@150@60@64@Now is the time that we, the Japan Liberation Front, should make a stand!
471@289@0@2@75@65@66@Now is the time that we, the Japan Liberation Front, should make a stand!
472@289@0@2@239@67@72@Now is the time that we, the Japan Liberation Front, should make a stand!
473@290@0@2@240@0@5@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
474@290@0@2@241@6@10@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
475@290@0@2@24@11@13@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
476@290@0@2@6@15@18@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
477@290@0@2@242@19@30@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
478@290@0@2@11@31@35@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
479@290@0@2@243@36@41@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
480@290@0@2@68@42@44@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
481@290@0@2@244@45@51@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
482@290@0@2@6@52@55@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
483@290@0@2@245@56@63@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
484@290@0@2@246@64@71@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
485@290@0@2@35@72@74@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
486@290@0@2@39@75@79@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
487@290@0@2@68@80@82@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
488@290@0@2@94@83@86@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
489@290@0@2@247@87@97@Don't rush it! The information that Kyoto is giving the Crimson Brocade to Zero is not definitive.
490@291@0@2@168@0@2@If you concentrate on Zero too much, they will pull the rug out from under you!
491@291@0@2@19@3@6@If you concentrate on Zero too much, they will pull the rug out from under you!
492@291@0@2@248@7@18@If you concentrate on Zero too much, they will pull the rug out from under you!
493@291@0@2@163@19@21@If you concentrate on Zero too much, they will pull the rug out from under you!
494@291@0@2@39@22@26@If you concentrate on Zero too much, they will pull the rug out from under you!
495@291@0@2@120@27@30@If you concentrate on Zero too much, they will pull the rug out from under you!
496@291@0@2@249@31@35@If you concentrate on Zero too much, they will pull the rug out from under you!
497@291@0@2@0@37@41@If you concentrate on Zero too much, they will pull the rug out from under you!
498@291@0@2@32@42@46@If you concentrate on Zero too much, they will pull the rug out from under you!
499@291@0@2@250@47@51@If you concentrate on Zero too much, they will pull the rug out from under you!
500@291@0@2@6@52@55@If you concentrate on Zero too much, they will pull the rug out from under you!
501@291@0@2@251@56@59@If you concentrate on Zero too much, they will pull the rug out from under you!
502@291@0@2@188@60@63@If you concentrate on Zero too much, they will pull the rug out from under you!
503@291@0@2@42@64@68@If you concentrate on Zero too much, they will pull the rug out from under you!
504@291@0@2@252@69@74@If you concentrate on Zero too much, they will pull the rug out from under you!
505@291@0@2@19@75@78@If you concentrate on Zero too much, they will pull the rug out from under you!
506@292@0@2@176@0@3@Hey, in the end, what did "orange" mean?
507@292@0@2@22@5@7@Hey, in the end, what did "orange" mean?
508@292@0@2@6@8@11@Hey, in the end, what did "orange" mean?
509@292@0@2@253@12@15@Hey, in the end, what did "orange" mean?
510@292@0@2@113@17@21@Hey, in the end, what did "orange" mean?
511@292@0@2@195@22@25@Hey, in the end, what did "orange" mean?
512@292@0@2@212@27@33@Hey, in the end, what did "orange" mean?
513@292@0@2@91@35@39@Hey, in the end, what did "orange" mean?
514@293@0@2@113@0@4@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
515@293@0@2@19@6@9@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
516@293@0@2@184@10@15@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
517@293@0@2@254@16@22@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
518@293@0@2@255@23@31@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
519@293@0@2@256@32@41@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
520@293@0@2@100@42@44@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
521@293@0@2@63@45@48@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
522@293@0@2@57@50@53@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
523@293@0@2@182@54@60@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
524@293@0@2@257@61@64@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
525@293@0@2@21@65@67@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
526@293@0@2@256@68@77@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
527@293@0@2@258@79@82@What? You won't answer anyone's questions at all, but you'll ask me questions, huh?
528@294@0@2@168@0@2@If you don't want to answer me, then you don't have to.
529@294@0@2@19@3@6@If you don't want to answer me, then you don't have to.
530@294@0@2@240@7@12@If you don't want to answer me, then you don't have to.
531@294@0@2@259@13@17@If you don't want to answer me, then you don't have to.
532@294@0@2@35@18@20@If you don't want to answer me, then you don't have to.
533@294@0@2@254@21@27@If you don't want to answer me, then you don't have to.
534@294@0@2@21@28@30@If you don't want to answer me, then you don't have to.
535@294@0@2@260@32@36@If you don't want to answer me, then you don't have to.
536@294@0@2@19@37@40@If you don't want to answer me, then you don't have to.
537@294@0@2@240@41@46@If you don't want to answer me, then you don't have to.
538@294@0@2@2@47@51@If you don't want to answer me, then you don't have to.
539@294@0@2@35@52@54@If you don't want to answer me, then you don't have to.
540@295@0@2@212@1@7@"Orange" was just a casual remark.
541@295@0@2@155@9@12@"Orange" was just a casual remark.
542@295@0@2@154@13@17@"Orange" was just a casual remark.
543@295@0@2@75@18@19@"Orange" was just a casual remark.
544@295@0@2@261@20@26@"Orange" was just a casual remark.
545@295@0@2@262@27@33@"Orange" was just a casual remark.
546@296@0@2@57@0@3@But... There are those who will want it to mean something and will start to analyze it.
547@296@0@2@125@7@12@But... There are those who will want it to mean something and will start to analyze it.
548@296@0@2@83@13@16@But... There are those who will want it to mean something and will start to analyze it.
549@296@0@2@263@17@22@But... There are those who will want it to mean something and will start to analyze it.
550@296@0@2@264@23@26@But... There are those who will want it to mean something and will start to analyze it.
551@296@0@2@32@27@31@But... There are those who will want it to mean something and will start to analyze it.
552@296@0@2@259@32@36@But... There are those who will want it to mean something and will start to analyze it.
553@296@0@2@24@37@39@But... There are those who will want it to mean something and will start to analyze it.
554@296@0@2@35@40@42@But... There are those who will want it to mean something and will start to analyze it.
555@296@0@2@91@43@47@But... There are those who will want it to mean something and will start to analyze it.
556@296@0@2@265@48@57@But... There are those who will want it to mean something and will start to analyze it.
557@296@0@2@197@58@61@But... There are those who will want it to mean something and will start to analyze it.
558@296@0@2@32@62@66@But... There are those who will want it to mean something and will start to analyze it.
559@296@0@2@266@67@72@But... There are those who will want it to mean something and will start to analyze it.
560@296@0@2@35@73@75@But... There are those who will want it to mean something and will start to analyze it.
561@296@0@2@267@76@83@But... There are those who will want it to mean something and will start to analyze it.
562@296@0@2@24@84@86@But... There are those who will want it to mean something and will start to analyze it.
563@297@0@2@6@0@3@The entire world is searching for you.
564@297@0@2@268@4@10@The entire world is searching for you.
565@297@0@2@269@11@16@The entire world is searching for you.
566@297@0@2@68@17@19@The entire world is searching for you.
567@297@0@2@270@20@29@The entire world is searching for you.
568@297@0@2@74@30@33@The entire world is searching for you.
569@297@0@2@19@34@37@The entire world is searching for you.
570@298@0@2@6@0@3@The entire world is moving because of you.
571@298@0@2@268@4@10@The entire world is moving because of you.
572@298@0@2@269@11@16@The entire world is moving because of you.
573@298@0@2@68@17@19@The entire world is moving because of you.
574@298@0@2@271@20@26@The entire world is moving because of you.
575@298@0@2@211@27@34@The entire world is moving because of you.
576@298@0@2@13@35@37@The entire world is moving because of you.
577@298@0@2@19@38@41@The entire world is moving because of you.
578@299@0@2@272@0@7@Lelouch, is this what you wanted to see?
579@299@0@2@68@9@11@Lelouch, is this what you wanted to see?
580@299@0@2@9@12@16@Lelouch, is this what you wanted to see?
581@299@0@2@113@17@21@Lelouch, is this what you wanted to see?
582@299@0@2@19@22@25@Lelouch, is this what you wanted to see?
583@299@0@2@273@26@32@Lelouch, is this what you wanted to see?
584@299@0@2@35@33@35@Lelouch, is this what you wanted to see?
